Common.Name,Scientific.Name,Code,Audubon.Habitat.Guild,Habitat,Start.Date,End.Date,Type,Vagrant,Group,Background,Threshold,Drop.BCR,Drop.from.M,Add.to.M,BCR.Mask,Season,Generation.Time,Dispersal.Distance,Dispersal.Rate
Killdeer,Charadrius vociferus,KILL,Var,GEN,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,3,,,"55,56,57,52,65,66,58,59,60,61",Breeding,1,3,3
King Eider,Somateria spectabilis,KIEI,Wet,A,152,213,two-season,5,Waterbirds,background_jun_jul,tss,,,,,Breeding,2,3,1.5
King Rail,Rallus elegans,KIRA,Wet,M,152,213,two-season,2,Marshlands,background_jun_jul,tss,,,,,Breeding,1,3,3
Kittlitz's Murrelet,Brachyramphus brevirostris,KIMU,Wet,C,152,213,breeding,2,Coastal,background_jun_jul,mk,,,"7,8","7,8,3",Breeding,1,3,3
Ladder-backed Woodpecker,Picoides scalaris,LBWO,Wd,D,1,366,resident,2,Aridlands,background_jan_dec,om_10,,,,31,Breeding,1,14.5,14.5
Lapland Longspur,Calcarius lapponicus,LALO,Gr,A,152,213,two-season,10,Arctic,background_jun_jul,mo,,,,"5, 6, 8, 9, 10, 16",Breeding,1,14.5,14.5
Lark Bunting,Calamospiza melanocorys,LARB,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,2,3,1.5
Lark Sparrow,Chondestes grammacus,LASP,Var,D,152,213,two-season,10,Aridlands,background_jun_jul,tss,,,,"4, 27, 28, 29",Breeding,1,3,3
Laughing Gull,Leucophaeus atricilla,LAGU,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,"3,28,23,22,13,12,16,18,19,0,8,100",,,,Breeding,2.5,74.5,29.8
Lawrence's Goldfinch,Spinus lawrencei,LAGO,Var,D,152,213,two-season,5,Aridlands,background_jun_jul,om_10,,,,,Breeding,2,14.5,7.25
Lazuli Bunting,Passerina amoena,LAZB,Sh,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Le Conte's Sparrow,Ammodramus leconteii,LCSP,Wet,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Le Conte's Thrasher,Toxostoma lecontei,LCTH,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,om_10,,,,35,Breeding,0.8,14.5,18.125
Least Bittern,Ixobrychus exilis,LEBI,Wet,M,152,213,two-season,5,Marshlands,background_jun_jul,tss,,,,,Breeding,1,37,37
Least Flycatcher,Empidonax minimus,LEFL,Wd,"F-E,F-B",152,213,two-season,15,Boreal.Forests,background_jun_jul,tss,"16,18,19,20,21,22,35,36,100",100,,"1,2",Breeding,1,3,3
Least Grebe,Tachybaptus dominicus,LEGR,Wet,M,1,366,resident,2,Marshlands,background_jan_dec,mo,,,31,31,Breeding,1,74.5,74.5
Least Sandpiper,Calidris minutilla,LESA,Wet,F-B,152,182,two-season,9,Waterbirds,background_jun,tss,"11,6,13,30,22,28,32,23,100,27",,,,Breeding,1,14.5,14.5
Least Tern,Sternula antillarum,LETE,Wet,"C,G",152,213,two-season,2,Waterbirds,background_jun_jul,mk,,,"12,13,22,23",,Breeding,1,14.5,14.5
Lesser Goldfinch,Spinus psaltria,LEGO,Var,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
Lesser Nighthawk,Chordeiles acutipennis,LENI,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,tss,,,,,Breeding,1,3,3
Lesser Prairie-Chicken,Tympanuchus pallidicinctus,LEPC,Sh,G,1,366,resident,2,Grasslands,background_jan_dec,tss,,,,,Breeding,1,3,3
Lesser Scaup,Aythya affinis,LESC,Wet,F-B,152,213,two-season,8,Waterbirds,background_jun_jul,tss,"28,22,30,33,18,14,31,37,32,23",,,,Breeding,1,3,3
Lesser Yellowlegs,Tringa flavipes,LEYE,Wet,F-B,152,213,two-season,14,Waterbirds,background_jun_jul,mo,"22,30,13,11,22,30,9,33,100,34,21,27,19,29,31,27,28,10,37,18,32,14,23",,,,Breeding,1.5,14.5,9.666666667
Lewis's Woodpecker,Melanerpes lewis,LEWO,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Limpkin,Aramus guarauna,LIMP,Wet,"F-S,F-E",1,366,resident,3,Marshlands,background_jan_dec,tss,,,,,Breeding,1,74.5,74.5
Lincoln's Sparrow,Melospiza lincolnii,LISP,Sh,"F-W,F-B",152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Little Blue Heron,Egretta caerulea,LBHE,Wet,GEN,152,213,two-season,9,Marshlands,background_jun_jul,tss,,,,,Breeding,1,74.5,74.5
Little Gull,Hydrocoloeus minutus,LIGU,Wet,F-B,152,213,breeding,3,Waterbirds,background_jun_jul,mo,"0,30,14,8",0,"1,2","5,9,10,1,2,4",Breeding,1.5,37,24.66666667
Loggerhead Shrike,Lanius ludovicianus,LOSH,Sh,"G,D",152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Long-billed Curlew,Numenius americanus,LBCU,Gr,G,152,213,two-season,10,Grasslands,background_jun_jul,tss,"5,20,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66","2,3,4,6,7,8",,"2,4,5,32",Breeding,2.5,37,14.8
Long-billed Dowitcher,Limnodromus scolopaceus,LBDO,Wet,A,152,213,two-season,5,Waterbirds,background_jun_jul,tss,"32,11,5,9,33,22,23,10,16,18,13,27,31,30,34,35,21,36,6,19,37,4",,"1,8","4,5",Breeding,1,74.5,74.5
Long-billed Thrasher,Toxostoma longirostre,LBTH,Sh,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mo,"34,43,44","34,43,44",,,Breeding,0.8,14.5,18.125
Long-eared Owl,Asio otus,LEOW,Wd,"F-W,F-E",152,213,two-season,2,Western.Forests,background_jun_jul,om_10,,,"2,4,6,7","1,2,3,34,35,42,43,45,46,47,48,50,51,53,54,100",Breeding,1,37,37
Long-tailed Duck,Clangula hyemalis,LTDU,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,custom,"11,12,32,14,0,100,30,13",,,,Breeding,2,14.5,7.25
Long-tailed Jaeger,Stercorarius longicaudus,LTJA,Wet,"A,F-B",152,213,breeding,2,Waterbirds,background_jun_jul,tss,30,,,,Breeding,1,14.5,14.5
Louisiana Waterthrush,Parkesia motacilla,LOWA,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,31,,,,Breeding,1,3,3
Lucy's Warbler,Oreothlypis luciae,LUWA,Sh,D,152,213,two-season,5,Aridlands,background_jun_jul,mo,,,,"40, 42",Breeding,1,14.5,14.5
MacGillivray's Warbler,Geothlypis tolmiei,MGWA,Sh,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,"1,2",Breeding,1,3,3
Magnificent Frigatebird,Fregata magnificens,MAFR,Wet,"O,C",1,366,resident,2,Coastal,background_jan_dec,mk,,,,,Breeding,5,74.5,14.9
Magnolia Warbler,Setophaga magnolia,MAWA,Wd,"F-B,F-E",152,213,two-season,2,Boreal.Forests,background_jun_jul,mk,36,"0,100",,,Breeding,1,3,3
Mallard,Anas platyrhynchos,MALL,Wet,GEN,152,213,two-season,2,Waterbirds,background_jun_jul,custom,31,,,"38,40,41,42,43,44 45,46,47,48,49,50,51,52,53,54,56,57,58,60,61,66 ",Breeding,1,74.5,74.5
Mangrove Cuckoo,Coccyzus minor,MACU,Wd,C,1,366,resident,2,Coastal,background_jan_dec,om_10,33,,,"40,42,10,17,11,16,18,19,41,39,15,32,5,9,35,34",Breeding,1,3,3
Marbled Godwit,Limosa fedoa,MAGO,Wet,G,152,213,two-season,2,Marshlands,background_jun_jul,mk,"5, 9, 27, 30, 31, 32, 33, 34, 37, 40",,,"33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66",Breeding,2.5,3,1.2
Marbled Murrelet,Brachyramphus marmoratus,MAMU,Wet,"C,F-W",152,213,two-season,2,Coastal,background_jun_jul,eq,,,"7,8,3","3,8,7",Breeding,1.5,3,2
Marsh Wren,Cistothorus palustris,MAWR,Wet,"M,C",152,213,two-season,4,Marshlands,background_jun_jul,eq,0,,"2, 3","1, 2, 4",Breeding,1,3,3
McCown's Longspur,Rhynchophanes mccownii,MCLO,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,mo,,,,"2,3,4,5,6,7,9,10,16,34",Breeding,1,14.5,14.5
Merlin,Falco columbarius,MERL,Wd,"F-B,F-E",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1.5,3,2
Mew Gull,Larus canus,MEGU,Wet,"C,F-B",152,213,breeding,2,Waterbirds,background_jun_jul,eq,"32,10,11",,,"7,8,10,11,12,14,16,33,35,36,37,41,42,43,44,45,47,50,55",Breeding,2.5,37,14.8
Mexican Jay,Aphelocoma wollweberi,MEJA,Wd,F-W,1,366,resident,2,Subtropical.Forests,background_jan_dec,tss,,,,"5,18,40,42",Breeding,1,3,3
Mississippi Kite,Ictinia mississippiensis,MIKI,Wd,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Monk Parakeet,Myiopsitta monachus,MOPA,U,Urban/Suburban,1,366,resident,2,Urban.Suburban,background_jan_dec,mo,,,,,Breeding,2.5,3,1.2
Montezuma Quail,Cyrtonyx montezumae,MONQ,Wd,F-W,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"40,42",Breeding,1,3,3
Mottled Duck,Anas fulvigula,MODU,Wet,"C,M",1,366,resident,5,Marshlands,background_jan_dec,mo,,,"33, 43, 56",,Breeding,1,74.5,74.5
Mountain Bluebird,Sialia currucoides,MOBL,Sh,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,om_10,,,,"7,8",Breeding,1,3,3
Mountain Chickadee,Poecile gambeli,MOCH,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,mk,,,,"1,2,3",Breeding,1,3,3
Mountain Plover,Charadrius montanus,MOPL,Gr,G,152,213,two-season,2,Grasslands,background_jun,tss,,,,,Breeding,1,14.5,14.5
Mountain Quail,Oreortyx pictus,MOUQ,Sh,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Breeding,1,3,3
Mourning Dove,Zenaida macroura,MODO,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,"55,56,57,66,58,59,60,61",Breeding,0.3,3,10
Mourning Warbler,Geothlypis philadelphia,MOWA,Wd,"F-E,F-B",152,213,breeding,2,Boreal.Forests,background_jun_jul,tss,"21,22,24",,,,Breeding,1,3,3
Muscovy Duck,Cairina moschata,MUDU,Wet,F-S,1,366,resident,2,Waterbirds,background_jan_dec,tss,"0,100,9,18,19,23,5,26,31,33,32,27,28,29,22,24,13,21,20,30,37",,,,Breeding,1,14.5,14.5
Mute Swan,Cygnus olor,MUSW,Wet,"M,C",1,366,resident,2,Waterbirds,background_jan_dec,eq,,,,,Breeding,2.5,74.5,29.8
Nashville Warbler,Oreothlypis ruficapilla,NAWA,Wd,"F-W,F-B,F-E",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,"1,2,4",Breeding,1,14.5,14.5
Nelson's Sparrow,Ammodramus nelsoni,NESP,Wet,"G,C",152,213,two-season,2,Grasslands,background_jun_jul,mo,,,,"2,4",Breeding,1,3,3
Neotropic Cormorant,Phalacrocorax brasilianus,NECO,Wet,GEN,1,366,resident,2,Coastal,background_jan_dec,eq,"11,29,13,23,31,32,24,22,0,100",,,,Breeding,1,14.5,14.5
Northern Beardless-Tyrannulet,Camptostoma imberbe,NOBT,Wd,D,1,366,resident,8,Aridlands,background_jan_dec,tss,,,,"31, 40, 42",Breeding,2,3,1.5
Northern Bobwhite,Colinus virginianus,NOBO,Sh,"F-E,G",1,366,resident,10,Grasslands,background_jan_dec,tss,,,,,Breeding,1,3,3
Northern Cardinal,Cardinalis cardinalis,NOCA,Sh,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,custom,,,,,Breeding,1,3,3
Northern Flicker,Colaptes auratus,NOFL,Wd,"F-E,F-B,F-W",152,213,two-season,2,Generalists,background_jun_jul,custom,,,,"55,56,57",Breeding,1,74.5,74.5
Northern Fulmar,Fulmarus glacialis,NOFU,Wet,"O,C",152,213,two-season,2,Coastal,background_jun_jul,tss,"5,14,32,0",,,,Breeding,12.5,74.5,5.96
Northern Gannet,Morus bassanus,NOGA,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,"31,27,30",,,,Breeding,3,3,1
Northern Goshawk,Accipiter gentilis,NOGO,Wd,"F-W,F-B,F-E",152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,,32,Breeding,2,14.5,7.25
Northern Harrier,Circus cyaneus,NOHA,Gr,GEN,152,213,two-season,10,Marshlands,background_jun_jul,tss,,,,,Breeding,2.5,14.5,5.8
Northern Hawk Owl,Surnia ulula,NHOW,Wd,F-B,1,366,resident,2,Boreal.Forests,background_jan_dec,mo,,,,"11,13,14,22,23",Breeding,1,14.5,14.5
Northern Mockingbird,Mimus polyglottos,NOMO,Sh,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,"55,56,57,58,59,60,61,66",Breeding,1,3,3
Northern Parula,Setophaga americana,NOPA,Wd,"F-E,F-B",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,"0,6,32",,,"2,4,5,6,9,10,16,34,35,36,37,43,44,45,46,47,48,49,51,52,53,54,56,57,58,59,60,61",Breeding,1,3,3
Northern Pintail,Anas acuta,NOPI,Wet,"G,A",152,213,two-season,9,Marshlands,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
Northern Pygmy-Owl,Glaucidium gnoma,NOPO,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,"1,2,3,7,8,27,28,29",Breeding,1,37,37
Northern Rough-winged Swallow,Stelgidopteryx serripennis,NRWS,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,"40,42,55,56,57",Breeding,1,3,3
Northern Saw-whet Owl,Aegolius acadicus,NSWO,Wd,"F-B,F-E,F-W",152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,"1,2,4","1,2",Breeding,1,14.5,14.5
Northern Shoveler,Anas clypeata,NSHO,Wet,G,152,213,two-season,8,Marshlands,background_jun_jul,eq,,,,,Breeding,0.6,3,5
Northern Shrike,Lanius excubitor,NSHR,Sh,"A,F-B",152,213,two-season,5,Boreal.Forests,background_jun_jul,mo,,,,,Breeding,1,3,3
Northern Waterthrush,Parkesia noveboracensis,NOWA,Wd,"F-B,F-E,F-W",152,213,two-season,29,Boreal.Forests,background_jun_jul,tss,"0,100","0,100",,,Breeding,1,3,3
Northwestern Crow,Corvus caurinus,NOCR,Wet,F-W,1,366,resident,18,Generalists,background_jan_dec,mo,,,,,Breeding,2,14.5,7.25
Nuttall's Woodpecker,Picoides nuttallii,NUWO,Wd,F-W,1,366,resident,22,Western.Forests,background_jan_dec,tss,,,,,Breeding,1,14.5,14.5
Oak Titmouse,Baeolophus inornatus,OATI,Wd,F-W,1,366,resident,10,Western.Forests,background_jan_dec,eq,,,,,Breeding,1,3,3
Olive Sparrow,Arremonops rufivirgatus,OLSP,Sh,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"31,40,42",Breeding,1,3,3
Olive Warbler,Peucedramus taeniatus,OLWA,Wd,F-W,152,213,two-season,2,Subtropical.Forests,background_jun_jul,tss,,"5,9,10,13,16,18,19,22,23,24,28,32",,"0,5,9,10,15,16,18,19,22,23,24,25,27,28,29,30,32,39,42",Breeding,1,3,3
Olive-sided Flycatcher,Contopus cooperi,OSFL,Wd,"F-W,F-E,F-B",152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Orange-crowned Warbler,Oreothlypis celata,OCWA,Var,"F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,"1,34,35,36,40,43,46,47,48,50,51,52,53,54,100",Breeding,2,3,1.5
Orchard Oriole,Icterus spurius,OROR,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Osprey,Pandion haliaetus,OSPR,Wet,GEN,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,,,,,Breeding,3,37,12.33333333
Ovenbird,Seiurus aurocapilla,OVEN,Wd,"F-E,F-B,F-W",152,213,two-season,2,Eastern.Forests,background_jun_jul,om_10,,,,,Breeding,1,3,3
Pacific Golden-Plover,Pluvialis fulva,PAGP,Gr,A,152,182,two-season,2,Waterbirds,background_jun,mo,5,,,"4,10,6,7",Breeding,1,3,3
Pacific Loon,Gavia pacifica,PALO,Wet,"A,F-B",152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"32,5,40,33,18",,,,Breeding,1,14.5,14.5
Pacific Wren,Troglodytes pacificus,PAWR,Wd,"F-E,F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,eq,,,,"8, 100",Breeding,1,14.5,14.5
Pacific-slope Flycatcher,Empidonax difficilis,PSFL,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,"45,47,48,51,52,53,54,58,60",Breeding,1,3,3
Painted Bunting,Passerina ciris,PABU,Sh,"F-E,D",152,213,two-season,8,Aridlands,background_jun_jul,eq,,,"33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66","9, 16, 33, 34, 43, 45, 47, 50",Breeding,1,3,3
Painted Redstart,Myioborus pictus,PARE,Wd,F-W,152,213,two-season,2,Subtropical.Forests,background_jun_jul,mk,,,,,Breeding,1,3,3
Palm Warbler,Setophaga palmarum,PAWA,Var,F-B,152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Parasitic Jaeger,Stercorarius parasiticus,PAJA,Wet,"A,C",152,213,two-season,2,Coastal,background_jun_jul,mk,"11,30,32,0",,,,Breeding,4.5,3,0.666666667
Pectoral Sandpiper,Calidris melanotos,PESA,Wet,A,152,182,breeding,2,Waterbirds,background_jun,eq,"11,6",,,,Breeding,1,3,3
Pelagic Cormorant,Phalacrocorax pelagicus,PECO,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,custom,,,"7,8,14,30","7,8,14",Breeding,2.5,74.5,29.8
Peregrine Falcon,Falco peregrinus,PEFA,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,"55,56,57,58,59,60,61,54,53,66,65,52,49,36,48",Breeding,2,74.5,37.25
Phainopepla,Phainopepla nitens,PHAI,Wd,D,152,213,two-season,2,Aridlands,background_jun_jul,tss,"9, 15, 16",,,,Breeding,0.8,3,3.75
Philadelphia Vireo,Vireo philadelphicus,PHVI,Wd,F-B,152,213,breeding,2,Boreal.Forests,background_jun_jul,mk,,,,,Breeding,1,3,3
Pied-billed Grebe,Podilymbus podiceps,PBGR,Wet,M,152,213,two-season,5,Marshlands,background_jun_jul,tss,,,2,"1, 2, 4, 5",Breeding,1.5,37,24.66666667
Pigeon Guillemot,Cepphus columba,PIGU,Wet,C,1,366,resident,2,Coastal,background_jan_dec,custom,,,"7,8,14,30","7,8,12,13,14,30",Breeding,3.5,3,0.857142857
Pileated Woodpecker,Dryocopus pileatus,PIWO,Wd,"F-E,F-W",1,366,resident,2,Eastern.Forests,background_jan_dec,om_10,,,"1,2,4","55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,36,33,34,38,43,44",Breeding,1,14.5,14.5
Pine Grosbeak,Pinicola enucleator,PIGR,Wd,F-B,152,213,two-season,2,Boreal.Forests,background_jan_dec,mo,,,,,Breeding,1,3,3
Pine Siskin,Spinus pinus,PISI,Wd,"F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,eq,"22,23,24,28,29,30",,,,Breeding,1,14.5,14.5
Pine Warbler,Setophaga pinus,PIWA,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,"4,7,0","2,3,4,40,33,34,35,36",,,Breeding,1,3,3
Pinyon Jay,Gymnorhinus cyanocephalus,PIJA,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Breeding,2,14.5,7.25
Piping Plover,Charadrius melodus,PIPL,Wet,"C,G",152,182,two-season,2,Coastal,background_jun,mo,"37,26,27,31,0",,"1,2,5,31","5,1,2,4",Breeding,1,14.5,14.5
Plain Chachalaca,Ortalis vetula,PLCH,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,om_10,,,,"31,33,34,38,43,44,45,47,50,53",Breeding,1,3,3
Plumbeous Vireo,Vireo plumbeus,PLVI,Wd,"F-E,F-B,F-W",152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Pomarine Jaeger,Stercorarius pomarinus,POJA,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"37,30,32,0",,,,Breeding,1,37,37
Prairie Falcon,Falco mexicanus,PRFA,Gr,GEN,152,213,two-season,9,Aridlands,background_jun_jul,mk,,,,,Breeding,1.5,14.5,9.666666667
Prairie Warbler,Setophaga discolor,PRAW,Sh,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,36,33,34,38,43,44",Breeding,1,3,3
Prothonotary Warbler,Protonotaria citrea,PROW,Wet,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,tss,"32,18,11,12","31,32,18,11,12,37",,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,33,34,38,43,44",Breeding,1,3,3
Purple Finch,Haemorhous purpureus,PUFI,Wd,"F-B,F-W,F-E",152,213,two-season,2,Boreal.Forests,background_jun_jul,mk,,,"1,2,4",,Breeding,1,37,37
Purple Martin,Progne subis,PUMA,Var,GEN,152,213,breeding,2,Generalists,background_jun_jul,om_10,,"55,56,57,45,0,52,100",,"55,56,57,66,58,59,60,61,65,52,53,45,44",Breeding,1,37,37
Pygmy Nuthatch,Sitta pygmaea,PYNU,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Breeding,1,3,3
Pyrrhuloxia,Cardinalis sinuatus,PYRR,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,tss,,,,,Breeding,1,3,3
Razorbill,Alca torda,RAZO,Wet,"O,C",152,213,two-season,2,Coastal,background_jun_jul,om_10,,,,"5,4,10",Breeding,4.5,3,0.666666667
Red Crossbill,Loxia curvirostra,RECR,Wd,"F-W,F-B,F-E",152,213,two-season,2,Boreal.Forests,background_jun_jul,om_10,,,,"1,2",Breeding,1,14.5,14.5
Red Phalarope,Phalaropus fulicarius,REPH,Wet,A,152,213,breeding,2,Waterbirds,background_jun_jul,min_pred,,,,,Breeding,2.5,74.5,29.8
Red-bellied Woodpecker,Melanerpes carolinus,RBWO,Wd,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,tss,,,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51",Breeding,1,3,3
Red-breasted Merganser,Mergus serrator,RBME,Wet,"F-B,A",152,213,two-season,2,Waterbirds,background_jun_jul,tss,"0,5,9,10,11,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66",,,,Breeding,2.5,14.5,5.8
Red-breasted Nuthatch,Sitta canadensis,RBNU,Wd,"F-W,F-E,F-B",152,213,two-season,2,Boreal.Forests,background_jan_dec,tss,,,,,Breeding,1,14.5,14.5
Red-breasted Sapsucker,Sphyrapicus ruber,RBSA,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mo,,,,"1,2",Breeding,1,3,3
Red-cockaded Woodpecker,Picoides borealis,RCWO,Wd,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,tss,"32,4",,,,Breeding,1,74.5,74.5
Red-crowned Parrot,Amazona viridigenalis,RCPA,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,tss,"31,32",,"31,32","31,33,34,38,40,41,42,43,44,45,50,51,53,54,56,58,59,60,61",Breeding,4,14.5,3.625
Reddish Egret,Egretta rufescens,REEG,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,om_10,,,,"16,18,19,21,35",Breeding,4,14.5,3.625
Red-eyed Vireo,Vireo olivaceus,REVI,Wd,"F-E,F-B,F-W",152,213,breeding,2,Eastern.Forests,background_jun_jul,custom,,,2,"1,2,32,33,34,43,47,48,49,52,54,56,58,65,4,3",Breeding,1,3,3
Red-faced Cormorant,Phalacrocorax urile,RFCO,Wet,C,1,366,resident,2,Coastal,background_jan_dec,tss,"0,5",,,,Breeding,3,14.5,4.833333333
Red-faced Warbler,Cardellina rubrifrons,RFWA,Wd,F-W,152,213,two-season,2,Subtropical.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Redhead,Aythya americana,REDH,Wet,M,152,213,two-season,10,Marshlands,background_jun_jul,eq,,,,,Breeding,1,3,3
Red-headed Woodpecker,Melanerpes erythrocephalus,RHWO,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51",Breeding,1,3,3
Red-naped Sapsucker,Sphyrapicus nuchalis,RNSA,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Red-necked Grebe,Podiceps grisegena,RNGR,Wet,M,152,213,two-season,8,Marshlands,background_jun_jul,mo,13,,,,Breeding,1,3,3
Red-necked Phalarope,Phalaropus lobatus,RNPH,Wet,"A,F-B",152,213,two-season,2,Waterbirds,background_jun_jul,tss,"34,28,12,14,16,18,40,9,32,11,5,13,0,10,30,22,23,17,33",,,,Breeding,1,3,3
Red-shouldered Hawk,Buteo lineatus,RSHA,Wd,"F-E,F-W",152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,"33,34,5,9,18,32,10",,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,43,44,34,35,33,42,43,44,34,35,36,16,18,40,41,42",Breeding,1,14.5,14.5
Red-tailed Hawk,Buteo jamaicensis,RTHA,Wd,GEN,152,213,two-season,2,Generalists,background_jun_jul,custom,,,,"55,56,57,45,58,59,60,61,66,65,49",Breeding,3,37,12.33333333
Red-throated Loon,Gavia stellata,RTLO,Wet,"A,F-B",152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"32,5,37,27,31,30,14,12,13,100,0",,,,Breeding,2.5,3,1.2
Red-winged Blackbird,Agelaius phoeniceus,RWBL,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,,Breeding,2,14.5,7.25
Rhinoceros Auklet,Cerorhinca monocerata,RHAU,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,,,,,Breeding,2.5,3,1.2
Ridgway's Rail,Rallus obsoletus,RIRA,Wet,M,1,366,resident,2,Marshlands,background_jan_dec,om_10,,,,"31, 37, 49, 52, 56, 57, 66",Breeding,1,14.5,14.5
Ring-billed Gull,Larus delawarensis,RBGU,Wet,GEN,152,213,two-season,12,Waterbirds,background_jun_jul,om_10,"32,100,30,14,13,12",,,,Breeding,2,74.5,37.25
